"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","wine_quality"
0.183032484339359,-0.0882626820828148,0.223977379744482,2.79861183615886,-0.0380833864094536,0.549032432267102,0.744782663507626,2.29327386845484,-1.231221265994,-0.336440799820043,-1.3952893462446,"C"
-0.640289858520489,0.206999216505801,0.0564752941278301,-0.946679491143993,0.142354931904737,-1.24650200522034,-0.14967349600384,-0.00827361107335492,0.711107442533639,0.011580637832523,-0.831034083008964,"C"
1.47682473740483,0.0101579507800575,0.558981550977788,0.0925898300447556,0.187464511483284,-0.319774553613917,-0.973514695553874,0.353398135709649,0.45213028139662,-0.423446159233184,-0.347386714521273,"C"
-0.757907336071895,0.403840482231546,-1.45104347642204,0.112198685161524,-0.0380833864094536,-0.319774553613917,-0.0555202160552644,0.287639636294564,-0.0658240408774152,-0.16243008099376,-0.750426188261016,"C"
0.183032484339359,-0.0882626820828148,0.223977379744482,2.79861183615886,-0.0380833864094536,0.549032432267102,0.744782663507626,2.29327386845484,-1.231221265994,-0.336440799820043,-1.3952893462446,"C"
1.47682473740483,-0.580365846397176,0.810234679402767,-0.966288346260762,-0.0831929659880012,-0.43561548506472,-0.220288455965271,-0.0740321104884398,0.193153120259604,-0.336440799820043,0.378084338210264,"C"
2.06491212516187,-0.481945213534304,0.558981550977788,-0.436849258108003,-0.489179182194929,-1.07274060804413,-0.691054855708148,0.221881136879479,-0.324801202014434,0.359602075485089,-0.669818293513068,"F"
1.24158978230202,-0.974048377848665,0.307728422552809,-1.02511491161107,-0.263631284302191,-1.13066107376954,-1.49135773527104,-0.665858605224277,-0.0658240408774152,1.2296556696165,0.216868548714368,"F"
-0.287437425866269,-1.17088964357441,0.558981550977788,-0.966288346260762,-0.0831929659880012,0.722793829443306,0.109248023854742,-0.928892602884653,2.26497040935575,0.272596716071948,1.50659486468154,"C"
1.71205969250765,1.38804681086027,2.40150449276097,2.51428343696571,-0.263631284302191,0.317350569365497,0.791859303481914,2.0302398707945,-1.36070984656251,1.57767710726907,-0.669818293513068,"F"
